שם חברה,תאור של ארגון רכש,שם אתר,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501043018,יעוץ חיצוני,04-12-15,02-29-16,0041101394,"ביט פלוס בע""מ",100610.06,ILS,17249.169999999998,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501043022,יעוץ חיצוני,04-12-15,11-30-15,0041124433,"אלי לוטן יזמות בע""מ",47186.1,ILS,20850.080000000002,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501043035,לינה למחוזיאדה,04-13-15,,0040189770,"כנפי משק תור בע""מ",59806.26,ILS,58536,פטור ממכרז,"אין פניה במנו""ף",תקנה 3(29) - ספק יחיד,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501043293,רכישה קפה וסוכר וכפיות עבודר עובדי מחןז חיפה,04-13-15,,0041069131,פינטו יואל,2700.36,ILS,2723.44,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36440340,מרכזי הכשרה ממשלתיים,4501043337,הרצאות בנושאי תזונה לקורס מטפלות לשנת 2015.,04-13-15,,0040528348,רובינוביץ אורטל,6669,ILS,2223,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300223,שירותי מחשוב,4501043444,שינוי פורמט בתוכנה של מדפסת כרטיסים,04-13-15,,0040004429,"פולימיל בע""מ",748.8,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,"כלכלה מ. ב""ש והדרום",כלכלה מחוז באר שבע והדרום,36440504,מימון הסעות לתלמידים,4501043559,"הסעות נוער תשע""ה - סכנין שגב שלום",04-13-15,12-31-15,0040712845,"המכללה הארצית להכשרה מקצועית-מלכ""ר",372229,ILS,372229,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440504,מימון הסעות לתלמידים,4501043852,"הסעות יד ושם תשע""ה אורט כפר זיתים",04-14-15,,0040000296,"אורט ישראל (חל""צ)",4200,ILS,2800,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501043985,תיקון גליטוינה במסגריה,04-14-15,,0040485239,מם בית בע'מ,1801.8,ILS,1817.2,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501044030,"נסיעות לחו""ל",04-14-15,,0050000297,"""MINISTRY OF FOREIGN AFFAIRS VIA BA",1090,USD,2799.26,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501044062,"נסיעות לחו""ל",04-14-15,,0050000297,"""MINISTRY OF FOREIGN AFFAIRS VIA BA",658,USD,2485.27,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501044087,שילוב אנשים עם מוגבלויות,04-14-15,,0040019093,"אגודה לבריאות הציבור (ע""ר)",26962,ILS,24736.080000000002,תקנה 14ב - מכרז מרכזי,511094,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501044092,"נסיעות לחו""ל",04-14-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,24778,ILS,3256.12,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501044279,פעימות מונה,04-14-15,,0040005151,צילומעתיק בעמ,79321.320000000007,ILS,63547.9,תקנה 14ב - מכרז מרכזי,510342,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501044290,שירותי ביקורת והערכת יהלומים,04-14-15,,0041056746,אברהם אמנון,400,ILS,341.88,תקנה 1ב - מכרז פומבי רגיל,מס' פנייה 549800,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501044352,יעוץ חיצוני,04-14-15,02-29-16,0041128786,חרש איל,60065.46,ILS,27556.59,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,38400401,פעולות לקידום היצוא,4501044520,הזמנת כיבוד למשלחת מרוסיה,04-15-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",224.2,ILS,226.12,תקנה 1ב - מכרז פומבי רגיל,560653,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,38400410,כלי סיוע ליצוא,4501044617,חבר וועדה ציבורית,04-15-15,12-31-15,0041128476,ישראלי יורם,17901,ILS,12319.2,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501044694,תיקון מכונת XYZ,04-15-15,,0040377522,"גלובוס ציוד טכני בע""מ",902.7,ILS,902.7,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,"כלכלה מ. ב""ש והדרום",כלכלה מחוז באר שבע והדרום,36440323,תפעול-הפעלת מערך,4501044848,השכרת כיתות לבחינות,04-15-15,,0040000250,אוניברסיטת בן גוריון,47400,ILS,7505,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300222,הדרכה,4501044907,קורס הכשרה,04-15-15,,0010000025,משרד האוצר,2124,ILS,0,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501045064,יעוץ חיצוני,04-15-15,11-30-15,0041128788,פוגל אליעזר,61822.8,ILS,43089.32,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501045067,יעוץ חיצוני,04-15-15,02-29-16,0041128932,סרנה זאב,526783.14,ILS,385728.57,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440341,מרכזי הכשרה-תפעול,4501045082,חומרים לקורס תמידנות,04-16-15,,0040208141,"א וולף בע""מ",1902.16,ILS,1902.16,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36400305,פעולות,4501045202,אגרה שנתית עבור תוכנית מבדקים דו שנתית,04-16-15,,0040004140,הרשות הלאומית להסמכת מעבדות,12000,ILS,12000,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501045263,ייעוץ למתן שירותי טלפון,04-16-15,,0040490430,"תפן (אי.אל) ישראל בע""מ",49996.6,ILS,49996,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501045332,עבור גז בישול,04-16-15,,0040490009,דיאב כארם,2843.1,ILS,2867.4,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501045400,כרטיס טיסה + ביטוח לצרפת ניר בן אהרון 24.4.2015-19,04-16-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,2613,ILS,2341.2199999999998,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501045402,כרטיס טיסה + ביטוח לשבדיה שמעון ברונר 20.5.2015-17,04-16-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,1620,ILS,1459.58,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501045406,כרטיס טיסה + ביטוח לדרום אפריקה,04-16-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,9167,ILS,8244.7000000000007,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501045412,"ביטוח לארה""ב + מלון בניו יורק",04-16-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,5265,ILS,4742.49,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501045415,חומרי בניין למבחנים,04-16-15,,0040945201,"מנופי תמרה בע""מ",2744.82,ILS,2768.28,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501045416,ביטוח לפולין,04-16-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,129,ILS,116.19,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501045599,יעוץ חיצוני,04-16-15,02-29-16,0041126014,שפיגל אהוד,58310.46,ILS,9554.7000000000007,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501045724,יעוץ חיצוני,04-19-15,02-29-16,0041129003,מושל רונן,58895.46,ILS,17052.71,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300223,שירותי מחשוב,4501045791,כבל לחיבור עמדת עגינה ל-2 מסכים,04-19-15,,0040004149,י א מיטווך ובניו בעמ,415.35,ILS,418.9,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501045870,כיבוד לוועדת מחקר,04-19-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",470.39,ILS,470.38,תקנה 1ב - מכרז פומבי רגיל,אין,,לא
משרד הכלכלה,"כלכלה מ. ב""ש והדרום",כלכלה מחוז באר שבע והדרום,36440341,מרכזי הכשרה-תפעול,4501045978,דגלים ליום העמצאות,04-19-15,,0040009080,"ב. ח. מיקו שיווק בע""מ",713.7,ILS,719.8,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501046046,עבור קפסאות חשמל ובית  מנורה חשמל,04-19-15,,0040490017,מריח מאג'ד,2948.4,ILS,2973.6,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501046074, עבור תיקונים בסדנאות במרכז תמרה,04-19-15,,0040490017,מריח מאג'ד,2960.1,ILS,2985.4,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300222,הדרכה,4501046134,כיבוד,04-19-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",5354.38,ILS,5059.99,תקנה 1ב - מכרז פומבי רגיל,ספק קרית הממשלה בנין ג'נרי,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501046170,בדיקת אגרות ליחידת למשקלות ומידות,04-19-15,,0040243090,גורג' שוקייר ושות',29250,ILS,25447.5,תקנה 1ב - מכרז פומבי רגיל,מס' פנייה 528532,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501046251,"נסיעות לחו""ל",04-19-15,,0050000297,"""MINISTRY OF FOREIGN AFFAIRS VIA BA",2136,USD,8212.9500000000007,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501046282,"נסיעות לחו""ל",04-19-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,10,ILS,0,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501046291,"נסיעות לחו""ל",04-19-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,6917,ILS,6366.06,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501046309,"נסיעות לחו""ל",04-19-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,901,ILS,902.78,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,54110201,פעילות הרשות להגנת,4501046330,"כרטיס טיסה + ביטוח לארה""ב",04-19-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,5852,ILS,5483.94,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501046348,חיוב משרדי בגין יישום הסכם קיבוצי בענף שמירה וניקי,04-19-15,12-31-15,0010000025,משרד האוצר,422518,ILS,422518,התקשרות עם גופים ממשלתיים,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440501,הכשרת נוער - מימון,4501046383,גמר חשבון,04-19-15,05-31-15,0040003470,ויצו - הסתדרות עולמית לנשים ציוניות,49164,ILS,293,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501046413,"נסיעות לחו""ל",04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,3057,ILS,1905.07,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501046418,"נסיעות לחו""ל",04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,1437,ILS,1262.52,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501046431,מתן חוות דעת עבור תביעת המאפיות,04-20-15,12-31-15,0040565852,"יו אנד מור יועצים בע""מ",62010,ILS,52920,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300222,הדרכה,4501046437,השתלמות,04-20-15,,0010000020,משרד ראש הממשלה,1000,ILS,1000,אחר,ספק קרית הממשלה בנין ג'נרי,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501046500,"נסיעות לחו""ל",04-20-15,02-29-16,0041129337,גלסר גבריאל מאיר,53040.78,ILS,14223.64,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501046556,יום עיון,04-20-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",2150.9299999999998,ILS,2169.31,תקנה 1ב - מכרז פומבי רגיל,560653,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501046597,יעוץ חיצוני,04-20-15,11-30-15,0041129339,קורניק מרדכי יורם,89341.2,ILS,20105.669999999998,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501046626,יעוץ חיצוני,04-20-15,02-29-16,0041129407,רג'ואן מנשה,220596.48000000001,ILS,86448.1,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36400202,פעולות,4501046775,עבור שירותי פירוק,04-20-15,,0040527927,רונן אילן,1250,ILS,1250,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,38400401,פעולות לקידום היצוא,4501046810,שירותי תמיכה באתר אינטרנט,04-20-15,,0040537155,"א.מ. שירותי אינטרנט מתקדמים בע""מ",16087.5,ILS,16225,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501046830,לצורכי לימוד לסדנא חשמל,04-20-15,,0040020154,"צחר חשמל בע""מ",2941.39,ILS,2941.39,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36400305,פעולות,4501046936,קרם הגנה נגד שמש,04-20-15,,0040502806,פישר תעשיות פרמצבטיות בערבון מוגבל,2035.8,ILS,2053.1999999999998,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501046947,אגרת שילוט,04-20-15,,0020000201,עירית תל-אביב-יפו,152.38999999999999,ILS,152.38999999999999,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501046987,אגרת שילוט,04-20-15,,0020000201,עירית תל-אביב-יפו,988.99,ILS,988.99,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047010,ביטוח להודו יניב טסל 22.5.2015-3,04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,215,ILS,193.65,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047011,כרטיס טיסה + ביטוח לדרום אפריקה וקניה,04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,13291,ILS,11835.15,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047012,כרטיס טיסה + ביטוח לסין,04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,11442,ILS,10305.469999999999,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047014,"כרטיס טיסה + ביטוח לארה""ב יואב סיידל 6.6.2015-31.5",04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,7437,ILS,6680.76,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047015,כרטיס טיסה ליוון עדי יפת 29.4.2015-26,04-20-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,2055,ILS,1850.4,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047032,נייר צילום ממוחזר A4 אספקה ישירה לבניין ג'נרי,04-20-15,,0040001103,קרביץ (1974) בעמ,46197.22,ILS,46592.06,תקנה 14ב - מכרז מרכזי,מס' פנייה 514345,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047111,הסעה,04-21-15,,0040010480,"מסיעי אריה שאשא בע""מ",2027.99,ILS,2045.33,תקנה 14ב - מכרז מרכזי,537423,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047117,נציג בוועדת בוחנים,04-21-15,,0040544118,שבי אריה,1564.68,ILS,1564.68,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501047151,עבור מלוי חמצן מרכז תמרה,04-21-15,,0040490056,"מסגריית דוד כהן בע""מ",2281.5,ILS,2292.75,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501047218,חומרי בניין למבחנים,04-21-15,,0040945201,"מנופי תמרה בע""מ",1813.5,ILS,1829,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36410107,מוקד לבקרת ובדיקת,4501047226,תשלום הפרשי הצמדות,04-21-15,,0040211064,"טלאול קונטקט סנטר בע""מ",228904.66,ILS,228904.66,תקנה 1ב - מכרז פומבי רגיל,511303,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501047301, קורסים לבודקים מקצועיים לשכת המדען הראשי,04-21-15,,0040009457,"אשת - ארגון שרותי תיירות בע""מ",63175.79,ILS,63715.75,תקנה 14ב - מכרז מרכזי, 8005454,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501047360,טיפול במחרטה הנמצאת בסדנא ריתוך,04-21-15,,0040828282,דרוקמן דוד,7000,ILS,7000,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36410106,ניהול ופיקוח-משפחתונ,4501047397,הפעלת משפחתונים,04-21-15,08-31-15,0020000135,מ. א. הגלבוע,28000,ILS,20000,פטור ממכרז,אין מספר פנייה,תקנה 3(16) - רשות מקומית,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36410106,ניהול ופיקוח-משפחתונ,4501047405,הפעלת משפחתונים,04-21-15,08-31-15,0020000035,מ. מ. מג'אר,36000,ILS,28000,פטור ממכרז,אין מספר פנייה,תקנה 3(16) - רשות מקומית,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501047415,חומרי בניין למבחנים,04-21-15,,0040545288,"בני אבו חליל לחומרי בניין בע""מ",5511.87,ILS,5559,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501047896,עבודות חשמל,04-22-15,,0041023893,טבקול יעקב,2866.5,ILS,2891,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501048013,תיקון,04-22-15,,0040204650,"קומפקטוס - אגודה שיתופית חקלאית בע""",1755,ILS,1770,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501048147,כריכות למכונת צילום בחדר צילום,04-26-15,,0040011817,"יזמקו חברה בע""מ",2800.98,ILS,2824.92,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36400501,פעולות,4501048179,מוצרי קפה,04-26-15,,0040184687,צ'צ'ה יוסף,9907.4500000000007,ILS,9992.1200000000008,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36400501,פעולות,4501048250,רכישה נייר ניגוב ידיים מינהל ההסדרה איש קשר רני 05,04-26-15,,0040946343,מלכה אורי,1386.45,ILS,1398.3,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36400501,פעולות,4501048279,רכישה נייר צילום  ההסדרה איש קשר רני 0506290081,04-26-15,,0040001212,"שחר - מוצרי נייר בע""מ",1928.75,ILS,1945.23,אחר,521424,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36400501,פעולות,4501048294,רכישה נייר צילום  ההסדרה איש קשר רני 0506290081,04-26-15,,0040001212,"שחר - מוצרי נייר בע""מ",1928.75,ILS,1928.75,אחר,521424,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501048335,כיבוד לוועדת מחקר,04-27-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",477.41,ILS,0,תקנה 1ב - מכרז פומבי רגיל,560653,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501048464,קורס עזרה ראשונה לפי תוכנית הלימודים,04-26-15,,0040296764,מנשריאן אלישע,2171.1999999999998,ILS,2171.1999999999998,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501048531,יעוץ חיצוני,04-26-15,11-30-15,0040502057,מיינצר נילי,117221.01,ILS,87974.05,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501048553,יעוץ חיצוני,04-26-15,11-30-15,0041130144,דגן עמירם שמעון,78097.5,ILS,35982.559999999998,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501048619,יעוץ חיצוני,04-26-15,02-29-16,0041130242,כץ נורברטו אדריאן,69316.649999999994,ILS,26721.18,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501048705,ביטוח לשוויץ ירון שרטר 8.5.2015-3,04-26-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,140,ILS,125.87,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501048738,ביטוח לאיטליה ניר בן אהרון 7.5.2015-5,04-27-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,16,ILS,14.52,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300302,ביקורת פרוייקטים,4501048742,יעוץ חיצוני,04-27-15,02-29-16,0040492839,ערן צבי,155086.54,ILS,123881.26,תקנה 1ב - מכרז פומבי רגיל,554360,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300223,שירותי מחשוב,4501048745,שוטף - תחזוקה לקונטרול גארד,04-27-15,,0040942369,"אתרוג ישומי אבטחת מידע בע""מ",32292,ILS,32568,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501048861,תיקון מסר סרט,04-27-15,,0040377520,"המתכת מ. פלזנשטיין בע""מ",2873.3,ILS,2873.3,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
